date,GM_dhoust,GM_ip,GM_nai,GM_nfci,horizon.x,GM_Rvol22,horizon.y,GM_vix,horizon,GM_vrp,GM_vix_dhoust
2023-08-10,0.814952509137728,0.8014015795732115,0.7240135642387092,0.7064222421553545,33,0.8560567233545949,33,0.42040062481657514,33,0.7408614007675154,0.6479763257344568
2023-08-11,0.8209097613669095,0.8073345087367629,0.7291954899653003,0.7109524099172129,34,0.8607877941167297,34,0.42051923320276025,34,0.7470007712358225,0.6484984216489403
2023-08-14,0.826713184202224,0.8131221492259713,0.7342678482373939,0.7153675507838948,35,0.865333975870528,35,0.4206267375169522,35,0.7530234342230517,0.6489745559516109
2023-08-15,0.8323667498579587,0.8187680589459306,0.7392329557665215,0.7196705854389841,36,0.8697024940300919,36,0.42072417731814665,36,0.7589316083013207,0.6494087747759507
2023-08-16,0.8378743279770653,0.8242757086738928,0.7440930802793002,0.7238643604060815,37,0.8739002916422299,37,0.42081249484222166,37,0.7647274698683961,0.6498047680626212
2023-08-17,0.8432396882797789,0.8296484841928997,0.7488504415531785,0.7279516499318239,38,0.8779340404212969,38,0.42089254411329086,38,0.7704131539494149,0.650165900916146
2023-08-18,0.8484665031438418,0.8348896883731666,0.7535072124302805,0.731935157821091,39,0.8818101513527945,39,0.42096509920205516,39,0.7759907549833648,0.6504952422011752
2023-08-21,0.8535583501181021,0.8400025432024939,0.7580655198098136,0.735817519225614,40,0.8855347848825877,40,0.421030861711011,40,0.7814623275946142,0.6507955906213371
2023-08-22,0.858518714371205,0.8449901917669591,0.7625274456194934,0.7396013023871687,41,0.8891138607079282,41,0.4210904675588961,41,0.7868298873497753,0.651069498502293
2023-08-23,0.8633509910770528,0.8498557001831023,0.7668950277664275,0.7432890103365076,42,0.8925530671858464,42,0.4211444931299776,42,0.7920954115001798,0.6513192934811026
2023-08-24,0.8680584877386688,0.8546020594827975,0.7711702610678942,0.7468830825491523,43,0.8958578703738674,43,0.42119346084764703,43,0.79726083971024,0.6515470982862098
2023-08-25,0.8726444264520514,0.8592321874519647,0.775355098162441,0.7503858965591447,44,0.8990335227174177,44,0.42123784422621674,44,0.8023280747719642,0.6517548487761404
2023-08-28,0.8771119461115731,0.8637489304242554,0.779451450401718,0.7537997695318222,45,0.9020850713977295,45,0.4212780724497693,45,0.8072989833058896,0.6519443103902012
2023-08-29,0.881464104558429,0.8681550650308125,0.7834611887234548,0.7571269597966583,46,0.9050173663535127,46,0.4213145345223366,46,0.8121753964486902,0.6521170931509759
2023-08-30,0.8857038806736097,0.8724532999071833,0.7873861445059787,0.7603696683411821,47,0.90783506798914,47,0.4213475830295411,47,0.8169591105277142,0.6522746653461088
2023-08-31,0.8898341764168269,0.8766462773584295,0.7912281104046647,0.7635300402669654,48,0.9105426545816001,48,0.4213775375480736,48,0.8216518877226976,0.65241836600564
2023-09-01,0.8938578188127917,0.8807365749834635,0.7949888411707,0.7666101662086405,49,0.9131444293979879,49,0.42140468773597656,49,0.8262554567148999,0.6525494162809268
2023-09-05,0.8977775618862002,0.8847267072596072,0.7986700544525365,0.769612083716887,50,0.9156445275348455,50,0.4214292961336165,50,0.8307715133238992,0.6526689298218443
2023-09-06,0.9015960885467557,0.8886191270883455,0.8022734315803957,0.7725377786063035,51,0.9180469224902229,51,0.42145160070243115,51,0.8352017211322826,0.6527779222404514
2023-09-07,0.905316012425515,0.892416227303228,0.8058006183341884,0.7753891862690531,52,0.9203554324789058,52,0.42147181712599846,52,0.839547712098461,0.6528773197415433
2023-09-08,0.9089398796638155,0.8961203421408439,0.8092532256951953,0.7781681929551569,53,0.9225737265008442,53,0.42149014089568215,53,0.8438110871578348,0.6529679669934306
2023-09-11,0.9124701706560087,0.8997337486757759,0.812632830581855,0.7808766370202759,54,0.9247053301724294,54,0.42150674920101894,54,0.847993416812531,0.6530506343058327
2023-09-12,0.9159093017471919,0.9032586682204117,0.815940976569994,0.7835163101418126,55,0.9267536313298862,55,0.4215218026431283,55,0.8520962417099309,0.6531260241758781
2023-09-13,0.9192596268871018,0.9066972676904793,0.8191791745978281,0.7860889585041323,56,0.92872188541368494,56,0.421535446787714,56,0.8561210732101981,0.6531947772578439
2023-09-14,0.9225234392413009,0.9100516609371403,0.8223489036560574,0.7885962839536915,57,0.9306132206425345,57,0.4215478135726742,57,0.8600693939430206,0.6532574778073601
2023-09-15,0.9257029727607574,0.9133239100464623,0.8254516114633693,0.7910399451248352,58,0.9324306429851738,58,0.42155902258393096,58,0.8639426583537667,0.6533146586463454
2023-09-18,0.9288004037108981,0.9165160266070707,0.8284887151276592,0.7934215585370094,59,0.9341770409378697,59,0.4215691822118181,59,0.8677422932392611,0.6533668056908656
2023-09-19,0.9318178521611759,0.9196299729467554,0.83146160179327,0.7957426996641127,60,0.9358551901152103,60,0.4215783906992074,60,0.8714696982733742,0.6534143620803913
2023-09-20,0.934757383436173,0.9226676633387968,0.834371629274545,0.7980049039766981,61,0.9374677576614914,61,0.42158673709151046,61,0.8751262465226209,0.6534577319435452
2023-09-21,0.9376210095292354,0.925630965178749,0.8372201266759881,0.8002096679577083,62,0.9390173064897068,62,0.42159430209774124,62,0.8787132849519583,0.6534972838323396
2023-09-22,0.940410690479603,0.9285217001324066,0.8400083949993075,0.8023584500924241,63,0.9405062993548808,63,0.4216011588709666,63,0.8822321349209676,0.6535333538540886
2023-09-25,0.9431283357139777,0.9313416452556593,0.8427377077376259,0.8044526718332737,64,0.9419371027682154,64,0.42160737371569107,64,0.8856840926706048,0.653566248527608
2023-09-26,0.9457758053534531,0.9340925340869215,0.8454093114571272,0.806493718540146,65,0.9433119907582734,65,0.42161300672901675,65,0.8890704298006971,0.653596247387977
2023-09-27,0.9483549114866918,0.9367760577128117,0.8480244263664031,0.8084829403968263,66,0.9446331484851762,66,0.4216181123817778,66,0.8923923937383628,0.6536236053619936
2023-09-28,0.9508674194102307,0.9393938658077349,0.8505842468737623,0.8104216533041654,67,0.9459026757135588,67,0.4216227400452697,67,0.8956512081975279,0.6536485549345138
2023-09-29,0.9533150488367551,0.9419475676480051,0.8530899421327565,0.8123111397505669,68,0.9471225901498035,68,0.4216269344686659,68,0.8988480736297053,0.6536713081240797
2023-10-02,0.955699475072176,0.9444387331011365,0.8555426565761697,0.8141526496603737,69,0.9482948306488543,69,0.4216307362117394,69,0.9019841676662064,0.6536920582846287
2023-10-03,0.9580223301623099,0.9468688935909054,0.8579435104387192,0.8159474012207116,70,0.9494212602957118,70,0.4216341820370727,70,0.9050606455519452,0.6537109817485923
2023-10-04,0.9602852040099495,0.9492395430387816,0.8602936002687025,0.8176965816873392,71,0.950503669366501,71,0.4216373052655491,71,0.9080786405709979,0.6537282393253488
2023-10-05,0.9624896454630912,0.9515521387823037,0.8625939994288273,0.819401348170036,72,0.9515437781738246,72,0.4216401360985637,72,0.9110392644640698,0.6537439776677622
2023-10-06,0.9646371633750588,0.9538081024709665,0.8648457585864507,0.8210628283980477,73,0.9525432398009185,73,0.4216427019100684,73,0.9139436078380296,0.6537583305184209
2023-10-09,0.966729227637255,0.9560088209401674,0.867049906193454,0.8226821214660973,74,0.9535036427289578,74,0.42164502751127614,74,0.9167927405676555,0.6537714198461674
2023-10-10,0.9687672701852441,0.9581556470637532,0.8692074489559692,0.8242602985614523,75,0.9544265133616889,75,0.4216471353905835,75,0.9195877121897466,0.6537833568825742
2023-10-11,0.9707526859788553,0.9602499005856878,0.8713193722941757,0.8257984036725321,76,0.9553133184513988,76,0.42164904593103203,76,0.9223295522897406,0.653794243067177
2023-10-12,0.9726868339569777,0.962292868931354,0.8733866407923727,0.8272974542795222,77,0.9561654674300782,77,0.42165077760741054,77,0.9250192708809838,0.6538041709094965
2023-10-13,0.974571037967701,0.9642858079989886,0.8754101986395376,0.828758442027453,78,0.9569843146494851,78,0.4216523471649053,78,0.9276578587767899,0.6538132247751727
2023-10-16,0.9764065876744362,0.9662299429317343,0.8773909700605665,0.8301823333821883,79,0.9577711615336639,79,0.4216537697810245,79,0.9302462879554259,0.6538214816028945
2023-10-17,0.9781947394386407,0.9681264688707882,0.8793298597383992,0.8315700702697574,80,0.9585272586473484,80,0.4216550592123638,80,0.9327855119181612,0.653829011558216
